c_id,f_id
0375ff9c2d8555e88be65079d6c42df3,57597962178fb06d54a61ba34ef93149
0375ff9c2d8555e88be65079d6c42df3,8e8a6c4cdc765554d2d672af7d333ba8
0375ff9c2d8555e88be65079d6c42df3,589ffaa96c786aa40d28b9eb18cfd631
0375ff9c2d8555e88be65079d6c42df3,23af5df5d6890963802b821ce008517c
0375ff9c2d8555e88be65079d6c42df3,2a713d38cde55f9c0ed7af6cea3d1ffb
0375ff9c2d8555e88be65079d6c42df3,a3a85647de73d6535f730357028f45cc
0375ff9c2d8555e88be65079d6c42df3,591ce61a1b730ebc8568ba9f862729b0
0375ff9c2d8555e88be65079d6c42df3,8aaff95ffff5a6812d962964a4bd44c3
0375ff9c2d8555e88be65079d6c42df3,367ac575452737ce9b40990bc17ae953
0375ff9c2d8555e88be65079d6c42df3,5f83115c31f3aee2007fc409a7526e3d
0375ff9c2d8555e88be65079d6c42df3,8917655f28bcb6eb2055f0adbf2a6854
0375ff9c2d8555e88be65079d6c42df3,fa6ce17c23cb6a3f9adb25345185278e
0375ff9c2d8555e88be65079d6c42df3,9dc1775eab1c131e03ebb41c6cc4deba
0375ff9c2d8555e88be65079d6c42df3,1abf5c68de8a19b4eb027963ed5191a9
0375ff9c2d8555e88be65079d6c42df3,03f801a44590b3ce7cee30028a459d96
0375ff9c2d8555e88be65079d6c42df3,782ffc63447b9fbec6db4892416f9a27
0375ff9c2d8555e88be65079d6c42df3,dad99c177055b8ce7b397afd8eb45855
0375ff9c2d8555e88be65079d6c42df3,5e3a2a84ecfb03343f7dcedf03af0e48
0375ff9c2d8555e88be65079d6c42df3,4a71db6fbfae2006b7ef27226d38938a
0375ff9c2d8555e88be65079d6c42df3,ef37fad80f168fe264fd23e8e023e8ec
0375ff9c2d8555e88be65079d6c42df3,7557f4ea4dbed34f6911426a7e9bb0f4
0375ff9c2d8555e88be65079d6c42df3,4d7bd6219142ae27064568f180eac3e3
0375ff9c2d8555e88be65079d6c42df3,31a6eb6b1942db53641b450ba8468cdb
0375ff9c2d8555e88be65079d6c42df3,c55713319b3d1b08cab59c5a55fcf339
0375ff9c2d8555e88be65079d6c42df3,9cb28fcb0ecfbcbe99ab44c063fc491e
0375ff9c2d8555e88be65079d6c42df3,7291ce251ddfdfe9bb13357096efc456
0375ff9c2d8555e88be65079d6c42df3,6515244f09dec163e6c2dfb2dd30f8c7
0375ff9c2d8555e88be65079d6c42df3,fd8b37b4f3de0419947feb8eab7c4c13
0375ff9c2d8555e88be65079d6c42df3,3c271edb64581fdd4714eb3ccf6c8414
0375ff9c2d8555e88be65079d6c42df3,0aa0e1cd01da970734c4bb9e56d0d8a4
0375ff9c2d8555e88be65079d6c42df3,0177eea0b0ea6ceb0781a5bef5e1d7e9
0375ff9c2d8555e88be65079d6c42df3,3791d85d550705beacd25af72570b6e3
0375ff9c2d8555e88be65079d6c42df3,6dbbc9aa0f3471366a03c101b7001b84
0375ff9c2d8555e88be65079d6c42df3,901568c0053c196a230c0069bd437aeb
0375ff9c2d8555e88be65079d6c42df3,18a500df68fe20828ca4d9140723bc9a
0375ff9c2d8555e88be65079d6c42df3,d1a98d1595614d748c5a567677571f77
0375ff9c2d8555e88be65079d6c42df3,7c062a1d43aa195425c701a17ff664ab
0375ff9c2d8555e88be65079d6c42df3,73ee4543e0e5fb016ae6563bf33512e1
0375ff9c2d8555e88be65079d6c42df3,ddabae84124e6bbee4ecd7b33d8f8a14
0375ff9c2d8555e88be65079d6c42df3,ba9367f979b8cdc5a4296255ef02f2ca
0375ff9c2d8555e88be65079d6c42df3,be09bb37b3c4f4a5646d2817566db394
0375ff9c2d8555e88be65079d6c42df3,22236e081557378b08ec2e25c512300c
0375ff9c2d8555e88be65079d6c42df3,854c720c427ea60ca1f63b34e1350fa6
0375ff9c2d8555e88be65079d6c42df3,6d5a04674b5e889ea71f504c7153efcc
0375ff9c2d8555e88be65079d6c42df3,c73e43ceab6a248e13011fc402a407ad
0375ff9c2d8555e88be65079d6c42df3,91d15e56202ae6f6501977c6cf3f60f9
0375ff9c2d8555e88be65079d6c42df3,bbb105740f1dc26872d6a298412d6ae1
0375ff9c2d8555e88be65079d6c42df3,0efe8980788743a14b843840afeace95
0375ff9c2d8555e88be65079d6c42df3,d7f3a69fd75715dbf500284f5920908f
0375ff9c2d8555e88be65079d6c42df3,b38a6f4c264e73bb24a0d8f45b384ec0
0375ff9c2d8555e88be65079d6c42df3,7b2c850711a5e5e8a6e2b965f5f59699
0375ff9c2d8555e88be65079d6c42df3,d29f1c2a1bdac61dda12120cda77ef85
0375ff9c2d8555e88be65079d6c42df3,8ad3410c8f979f54981e0a8d298a087f
0375ff9c2d8555e88be65079d6c42df3,be28556a25f10e75e018026d3ec60ebf
0375ff9c2d8555e88be65079d6c42df3,65139ef73d12b348c614b6ab57429e97
0375ff9c2d8555e88be65079d6c42df3,54b87e1defedf211201040b888ea56b0
0375ff9c2d8555e88be65079d6c42df3,9c05004411017ddb9f30823364fefd4f
0375ff9c2d8555e88be65079d6c42df3,ae376b0c4258cf99f10cf4d47e73e4af
0375ff9c2d8555e88be65079d6c42df3,1695b0db7bfd9d583c76b314176cdc50
0375ff9c2d8555e88be65079d6c42df3,5bfae3cc59f8412e69097e9f652bd25b
0375ff9c2d8555e88be65079d6c42df3,9108e9cfb733e4a0787004ac8898bbd3
0375ff9c2d8555e88be65079d6c42df3,014ef88d23ef4cfb1fcb13a3e36189ca
0375ff9c2d8555e88be65079d6c42df3,8d86a91f7d53bcff68deeef1efdcbf33
0375ff9c2d8555e88be65079d6c42df3,826b38b5568e6bb65f64e2638dacf3be
0375ff9c2d8555e88be65079d6c42df3,6cc652f2389a825446616471c620742b
0375ff9c2d8555e88be65079d6c42df3,e7466d423c17c1fc57501fa650ac0da4
0375ff9c2d8555e88be65079d6c42df3,770c1b2d953c6781e2c9f9dbbfaa4aa0
0375ff9c2d8555e88be65079d6c42df3,4158906ff7878f930333f095b8d02405
0375ff9c2d8555e88be65079d6c42df3,284dcb94fec0c0f416b0e7429fc19f40
0375ff9c2d8555e88be65079d6c42df3,2feaae5e149680d205e54e46821849fe
0375ff9c2d8555e88be65079d6c42df3,8e37aa9d54bedaf6f08d609315297ab3
0375ff9c2d8555e88be65079d6c42df3,54982e00b909cfb9b27a068c92b44173
0375ff9c2d8555e88be65079d6c42df3,7f948e07dc0070631b6ea57aa9a712a1
0375ff9c2d8555e88be65079d6c42df3,6717a7dc69edb0af69aa41a70ad41d38
0375ff9c2d8555e88be65079d6c42df3,2e5b8beab9a02085e7b74ac30d63b73b
0375ff9c2d8555e88be65079d6c42df3,fcf3342c3caa3387d8cc06f8099ee1c3
0375ff9c2d8555e88be65079d6c42df3,17a6e4fc7154c6f13f8388cca51b1d01
0375ff9c2d8555e88be65079d6c42df3,1f3b26da8f755255b670915ecf8408ac
0375ff9c2d8555e88be65079d6c42df3,9ef95afccfa9c3ecdff6760594c0c047
0375ff9c2d8555e88be65079d6c42df3,19acf6c5385fb07c32dd7d98c886ea3e
0375ff9c2d8555e88be65079d6c42df3,82054880969f47578dfb67db484f24d9
0375ff9c2d8555e88be65079d6c42df3,c4f0f58d1af2223da0519dc0496e7600
0375ff9c2d8555e88be65079d6c42df3,5ca56b8acd946638724675dfae3468df
3e2d65d4486b2059ec9802a4221aacc0,7ab1c959662f01643b6875a1707be095
3e2d65d4486b2059ec9802a4221aacc0,f7427751be947c07f6f08ea69d6aae74
3e2d65d4486b2059ec9802a4221aacc0,65467b4ba993f7e4ce267e02b19dc603
3e2d65d4486b2059ec9802a4221aacc0,6c8e2c86fc395c55190c68ca04a2b502
3e2d65d4486b2059ec9802a4221aacc0,d2fefed2689eaf9b21ab05c9bfcaa8b5
3e2d65d4486b2059ec9802a4221aacc0,71b93598da65ba3e42271f878167d4e9
3e2d65d4486b2059ec9802a4221aacc0,8f1cedfd48e791c008a27c61a0d5e94f
3e2d65d4486b2059ec9802a4221aacc0,16ad2e3457847964f59567c298936bfb
3e2d65d4486b2059ec9802a4221aacc0,5b1abe728e1c3232409d70d494907b80
3e2d65d4486b2059ec9802a4221aacc0,b94b366f654c6a7a8eb8ff58dd682eb8
3e2d65d4486b2059ec9802a4221aacc0,b68c8a3b24de21f3896bd8f79b17c02d
3e2d65d4486b2059ec9802a4221aacc0,5f773687d3850ddf99f05de12df2a217
3e2d65d4486b2059ec9802a4221aacc0,1cd811d109a8348482a9d9c292df16ea
3e2d65d4486b2059ec9802a4221aacc0,a12cc79ea6047abcef954c4ec95b3f26
3e2d65d4486b2059ec9802a4221aacc0,20df471b6c7c2c3de85e8b852c66b7b1
3e2d65d4486b2059ec9802a4221aacc0,db8b5bcfc197f66dc45dfe7a0e47f9e0
3e2d65d4486b2059ec9802a4221aacc0,7e26b7acf432744aa8d552c813f12215
3e2d65d4486b2059ec9802a4221aacc0,0006dc0fc6d9cfd9dc9f2c20b6452df1
3e2d65d4486b2059ec9802a4221aacc0,a46dfcc46291e6da08224e1c44142d93
3e2d65d4486b2059ec9802a4221aacc0,9426e9aea2223e52ba1435da2d0dfd54
3e2d65d4486b2059ec9802a4221aacc0,d2224a114fcb83accb00dfcd8505f50b
3e2d65d4486b2059ec9802a4221aacc0,fbb6fa102dbf76c0d7f4330c702dcd40
3e2d65d4486b2059ec9802a4221aacc0,9b716a975ef92c9d46fa971ea8b05e12
3e2d65d4486b2059ec9802a4221aacc0,6f1870ca897a2fb65ef6627b2f9e081f
3e2d65d4486b2059ec9802a4221aacc0,08299fad14617542be09bf46f3028f85
3e2d65d4486b2059ec9802a4221aacc0,68d8acd9de40b9531fb72cdd6129def9
3e2d65d4486b2059ec9802a4221aacc0,3c5a108ec1a4d497042e98b29512d904
3e2d65d4486b2059ec9802a4221aacc0,decf8ef9e85e260ea1679f8f2c0b1e04
3e2d65d4486b2059ec9802a4221aacc0,fbed28ec5f6920c6d8db1004fce633cd
3e2d65d4486b2059ec9802a4221aacc0,9ec23c640f08126bd3a98a30497b8d9a
3e2d65d4486b2059ec9802a4221aacc0,3a88fbdfc5d1f704aba54f2612661ca4
3e2d65d4486b2059ec9802a4221aacc0,2c83d9e28eaa74feea363fcec0dc17eb
3e2d65d4486b2059ec9802a4221aacc0,0beea0903785d60abe84fd10c0fc64b5
3e2d65d4486b2059ec9802a4221aacc0,eb6a48bbbbc00d18a5b5e6e9377eb610
3e2d65d4486b2059ec9802a4221aacc0,af955afbbf6118c7b24cdac14a5d158d
3e2d65d4486b2059ec9802a4221aacc0,ccd2926fc475a0fe1f0e5255907964bf
3e2d65d4486b2059ec9802a4221aacc0,3672994863f8c8a789c3e0f59d9b3205
3e2d65d4486b2059ec9802a4221aacc0,857d3306f85398cf5dd55b4964d31a74
3e2d65d4486b2059ec9802a4221aacc0,29b195a6779ca3d924e852ba0913f4dd
3e2d65d4486b2059ec9802a4221aacc0,b7537b7aa3ffc565708f9a8b8318d034
3e2d65d4486b2059ec9802a4221aacc0,7e5d84822bd7e68d93be63db3f80c928
3e2d65d4486b2059ec9802a4221aacc0,91d48a077647d4d3478a7af98d1ac10d
3e2d65d4486b2059ec9802a4221aacc0,276fdd0a92ebf3c3ca4687edcde45f5e
3e2d65d4486b2059ec9802a4221aacc0,2877228ba7f17aece8e57367dc14b4e5
3e2d65d4486b2059ec9802a4221aacc0,02e3a7fe252819a6d8f1bef5c1744f0f
3e2d65d4486b2059ec9802a4221aacc0,39a269a2cd5d5cead25baf4701ff6afc
3e2d65d4486b2059ec9802a4221aacc0,e927694cbfa0015b2642f7747eb4c960
3e2d65d4486b2059ec9802a4221aacc0,954aabe46b4b444b560857ddd6f8a476
3e2d65d4486b2059ec9802a4221aacc0,7f877e51ba771550825199129326758c
3e2d65d4486b2059ec9802a4221aacc0,d76e33962259cae37677ed5b74a4bcfb
3e2d65d4486b2059ec9802a4221aacc0,4a3c5b2d6c13040234f2d879bbb2a597
3e2d65d4486b2059ec9802a4221aacc0,96a2ffc438e818d1eb6cdaa9ed716a11
3e2d65d4486b2059ec9802a4221aacc0,7311f1ada55731f6a27ca5c3c29a5bd7
3e2d65d4486b2059ec9802a4221aacc0,ddba726f30b522d3d330f1d21effd8ae
3e2d65d4486b2059ec9802a4221aacc0,0cd281e46fac5867c5ad2d83813ee772
3e2d65d4486b2059ec9802a4221aacc0,609ed63c6b0a03b3218359d303e3463f
3e2d65d4486b2059ec9802a4221aacc0,9776fbb88464bc4e58661b49fbf7aa5b
3e2d65d4486b2059ec9802a4221aacc0,8d8be669e21d931c41827bfe0b730f3c
3e2d65d4486b2059ec9802a4221aacc0,852cb9ea85ef7eb1684fa80ed2725b44
3e2d65d4486b2059ec9802a4221aacc0,7bf90ec555eeb0bcfb8f34cf09f94c27
3e2d65d4486b2059ec9802a4221aacc0,ea06a96c7724c18bd6f6922a1f1334a6
3e2d65d4486b2059ec9802a4221aacc0,ec0affca1a7dd3b95b8a9422c187b511
3e2d65d4486b2059ec9802a4221aacc0,52fdfc6812ce7d66344d53534a2731a0
3e2d65d4486b2059ec9802a4221aacc0,666bde709faceef0af15ed4b20c5c32a
3e2d65d4486b2059ec9802a4221aacc0,78342c8452f29551601049d3261fd491
3e2d65d4486b2059ec9802a4221aacc0,c3d4a447dcb8da1f35083d8020af460f
3e2d65d4486b2059ec9802a4221aacc0,a747f56b9c5d715ed997476499ddfa41
3e2d65d4486b2059ec9802a4221aacc0,d25509cacebac147ca996b3b3666d930
3e2d65d4486b2059ec9802a4221aacc0,21709aacce3b79cdb719c2cc8a6e1ecd
3e2d65d4486b2059ec9802a4221aacc0,13ffa02033ab3bd4720feb117e1847cf
3e2d65d4486b2059ec9802a4221aacc0,83154e2c0db3a393aac2ae177b0fd559
3e2d65d4486b2059ec9802a4221aacc0,8004ec482640c20fcd136cca01d33562
3e2d65d4486b2059ec9802a4221aacc0,3ea9d559c6e8bf40dbbc6768747a5dfc
3e2d65d4486b2059ec9802a4221aacc0,4584f452fe97fbbf22e800ceb8742c76
3e2d65d4486b2059ec9802a4221aacc0,1f9b713803e6c87d5ca0bdf319f42e2e
3e2d65d4486b2059ec9802a4221aacc0,dd24ef2cf6377a0d72cd32515ef66b18
3e2d65d4486b2059ec9802a4221aacc0,c7fb47012c860217b650ccf75da883f7
3e2d65d4486b2059ec9802a4221aacc0,7292f04389593f629146a189abba3d41
3e2d65d4486b2059ec9802a4221aacc0,ae956954fdc32bc8ebd6d9954213b5d5
3e2d65d4486b2059ec9802a4221aacc0,b8e6cae3fcf65f3a0ba093af99e7a472
3e2d65d4486b2059ec9802a4221aacc0,5402e5677dd3106fcf023db8c21f7b23
3e2d65d4486b2059ec9802a4221aacc0,bd0d24c3b9d50926eceb7c5f45e3f004
3e2d65d4486b2059ec9802a4221aacc0,d761a883966debb743ddce0b7ebf941f
3e2d65d4486b2059ec9802a4221aacc0,6f605e8c1721172197ec65c38a8df12f
3e2d65d4486b2059ec9802a4221aacc0,6531cc8802f3d49674a6db5d4c0e1f30
3e2d65d4486b2059ec9802a4221aacc0,e91d2333ccfc8c36e1ddf3225308cdf1
3e2d65d4486b2059ec9802a4221aacc0,57f1abb6f678d8c90724a48312309fdb
3e2d65d4486b2059ec9802a4221aacc0,9b5c3157ef97f9cd61bc2876b076cdf5
3e2d65d4486b2059ec9802a4221aacc0,e66d99570729d3437b2be6a783189b14
3e2d65d4486b2059ec9802a4221aacc0,1b12f3bb6376c94164ebd6c4085d2ca3
3e2d65d4486b2059ec9802a4221aacc0,2e2d9a9cd33e35695d7015e42d9642cc
3e2d65d4486b2059ec9802a4221aacc0,3c7a8052cb1665df1df9b2505adec1a3
3e2d65d4486b2059ec9802a4221aacc0,d77979d1eb9e1ba681bd3172465fe824
3e2d65d4486b2059ec9802a4221aacc0,8d8b812557acacaabf129ab99a87123c
3e2d65d4486b2059ec9802a4221aacc0,e503558017346eed516c2cac395d88d2
3e2d65d4486b2059ec9802a4221aacc0,f354e1cf086cec15866d8c10af0763d5
3e2d65d4486b2059ec9802a4221aacc0,619fd5e28dccfbfe5d7abfdbe8557d7c
3e2d65d4486b2059ec9802a4221aacc0,ccc5987a011507fccf21afabbda4b2f2
3e2d65d4486b2059ec9802a4221aacc0,9f4ab20089eaf7fbec9448fbb02274c9
3e2d65d4486b2059ec9802a4221aacc0,a37b3c07991ab41757a234f2183221cd
3e2d65d4486b2059ec9802a4221aacc0,6d43c351a51fd6ae89a1eb603a22e62a
3e2d65d4486b2059ec9802a4221aacc0,058227bb1604174cf8bbb242cd1e8113
3e2d65d4486b2059ec9802a4221aacc0,5bccd74f64a073e612c5adac7b7966c4
3e2d65d4486b2059ec9802a4221aacc0,df8fecb40360f4453b0c05cb9d8e9849
3e2d65d4486b2059ec9802a4221aacc0,05bc6d657c408edf5316c2ac97fec4d6
3e2d65d4486b2059ec9802a4221aacc0,bded134f7d83ab84da3d39e24ec6e2e5
3e2d65d4486b2059ec9802a4221aacc0,27bc0b73512eacda853bd8ff4e629698
3e2d65d4486b2059ec9802a4221aacc0,33e7716a1a5ca27909e6b4000a361117
3e2d65d4486b2059ec9802a4221aacc0,e32c75142ff1edf8eadf348979d2404d
3e2d65d4486b2059ec9802a4221aacc0,9072db99bbbebc3dee5adffb66e97477
3e2d65d4486b2059ec9802a4221aacc0,467f1d7ad4f627c55f5deff0a4ec54f8
3e2d65d4486b2059ec9802a4221aacc0,3ddbcba62764cfdec13fa0f8c96cd912
3e2d65d4486b2059ec9802a4221aacc0,9495ae2c61db965ab0688d50b1cf8236
3e2d65d4486b2059ec9802a4221aacc0,f3fc838179f79368acd84d92c29ec9b8
3e2d65d4486b2059ec9802a4221aacc0,4c7efa1967db86e2e5168a6047e54239
3e2d65d4486b2059ec9802a4221aacc0,65052145195da9c04a72f40ef4761ab8
3e2d65d4486b2059ec9802a4221aacc0,453394312e99d372f343a9749ca5d452
3e2d65d4486b2059ec9802a4221aacc0,d60fdc39029a0909c2a8417cf0a4a502
3e2d65d4486b2059ec9802a4221aacc0,3bcaffbd5a4efd4a855ef7fe2e6c0d67
3e2d65d4486b2059ec9802a4221aacc0,720246ab41672eaaeaff3df13653087f
3e2d65d4486b2059ec9802a4221aacc0,d5b680fed87b00e9c64c5b39e91aadb7
3e2d65d4486b2059ec9802a4221aacc0,470f0bb5ffd300f617f33dcf9c717275
3e2d65d4486b2059ec9802a4221aacc0,c79ded5361d62005211abe54c20b26e9
3e2d65d4486b2059ec9802a4221aacc0,729501bce5b1b181e8f62e9e10ed434b
3e2d65d4486b2059ec9802a4221aacc0,df3ffd24d09fcf53dfc36b02ae201859
3e2d65d4486b2059ec9802a4221aacc0,27b59e70f28508d2ff0a93d9f89c37ce
3e2d65d4486b2059ec9802a4221aacc0,9b6f12bf05b57429dbb8d31ce8dd64ab
3e2d65d4486b2059ec9802a4221aacc0,eddee7a693480dbac0882cd0caa3c564
3e2d65d4486b2059ec9802a4221aacc0,7a9c01af1143e6fce37deaec6057c461
3e2d65d4486b2059ec9802a4221aacc0,59f7957b91509c46cfc0ef18fe845cdb
3e2d65d4486b2059ec9802a4221aacc0,00896f019a9c0e5e0bb812f622f5b880
3e2d65d4486b2059ec9802a4221aacc0,cc5dd410d9caf5bcef0bdf205983bc88
3e2d65d4486b2059ec9802a4221aacc0,41f590ef2bd8fe90b7c00651efe978eb
3e2d65d4486b2059ec9802a4221aacc0,254b3bd0fca122b87c1dfdfc6e4033c9
3e2d65d4486b2059ec9802a4221aacc0,fd560b9dbe3ab3bc4f44fe3a85f6a20b
3e2d65d4486b2059ec9802a4221aacc0,7c1c4db1b9f414ecb663951a2d794bfb
3e2d65d4486b2059ec9802a4221aacc0,3b9312e847c9e57c3d6e7a299459a914
3e2d65d4486b2059ec9802a4221aacc0,46d3d92bf4162ce296f7e43a1c040db8
3e2d65d4486b2059ec9802a4221aacc0,11c721200f1ac9486a184c3430ac831b
3e2d65d4486b2059ec9802a4221aacc0,94476c8844d9918f6ea2e20a0cbd118f
3e2d65d4486b2059ec9802a4221aacc0,08437b8fb2ffc51a5afcdb9e2c1c2c14
3e2d65d4486b2059ec9802a4221aacc0,c3f7fd3a0aa4664c13a0a3c282386cd2
3e2d65d4486b2059ec9802a4221aacc0,be8e208dd048dd01fab404bdf5014800
3e2d65d4486b2059ec9802a4221aacc0,6d8863b53d661bbfa9f2b5b0beb54002
3e2d65d4486b2059ec9802a4221aacc0,d7bca7bcd021b07e2e9fea56f338dacc
3e2d65d4486b2059ec9802a4221aacc0,7009a21109013085f06968d4e0591205
3e2d65d4486b2059ec9802a4221aacc0,e4a63d1c1cc8394eb4a1559ae14026b1
3e2d65d4486b2059ec9802a4221aacc0,9165801a6e4246b3146d0e4f0c1ad819
3e2d65d4486b2059ec9802a4221aacc0,5b5642841cfc8ce0ce74cdc21c534257
3e2d65d4486b2059ec9802a4221aacc0,1bf241d89a9e18c47b0f89086c00117d
3e2d65d4486b2059ec9802a4221aacc0,42d246eb57bed7893ec06247b0d50e98
3e2d65d4486b2059ec9802a4221aacc0,e8b6970ce896e13ed00e53c55e44a0ac
3e2d65d4486b2059ec9802a4221aacc0,107adc12e1afae3d9a7c9feee9a41eee
3e2d65d4486b2059ec9802a4221aacc0,996cce51710d024e87cd8e97d26e6d54
3e2d65d4486b2059ec9802a4221aacc0,6f5aee18c0e0cd5d5c5d26dd5a8e612b
3e2d65d4486b2059ec9802a4221aacc0,6564506ee5c427af85f1f3dc0dc4f79c
3e2d65d4486b2059ec9802a4221aacc0,e41ef5c4e815c56e0a3bdb476489489c
3e2d65d4486b2059ec9802a4221aacc0,a3a8295b19c8abbebb4f162c98f184da
3e2d65d4486b2059ec9802a4221aacc0,1d42ccf2d80fd961b43908b8645814df
3e2d65d4486b2059ec9802a4221aacc0,64278d6cfbb0935e5d2991e0e86f7e7e
3e2d65d4486b2059ec9802a4221aacc0,cf3b6092cd947032b31493cc574f6b96
3e2d65d4486b2059ec9802a4221aacc0,b7d5f9bfe047962e5bf1c89c1d315192
3e2d65d4486b2059ec9802a4221aacc0,08b66c2eebeffd45d1068c4041a539c3
3e2d65d4486b2059ec9802a4221aacc0,2581f140dd3a6360d9e8bf708239db2f
3e2d65d4486b2059ec9802a4221aacc0,f1c267f790686e12632279167ab74379
3e2d65d4486b2059ec9802a4221aacc0,465622aa9b33969e83d0d9069b1e1a87
3e2d65d4486b2059ec9802a4221aacc0,3aa1907d11d6660ef26b892403e68921
3e2d65d4486b2059ec9802a4221aacc0,7edb246a18d29a21440f7103c9e36860
3e2d65d4486b2059ec9802a4221aacc0,83850636abc0d42077601f9beafb9108
3e2d65d4486b2059ec9802a4221aacc0,ec2b30f0ff3f1fe0db889f141e4a91c8
3e2d65d4486b2059ec9802a4221aacc0,3dcb1146ec89a934b7bb850068f24d8e
3e2d65d4486b2059ec9802a4221aacc0,a025c8bdbba574aea315d1b7c7dae781
3e2d65d4486b2059ec9802a4221aacc0,391dfa3fb3875e2d691446d18bff3aef
